plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Vitis vinifera,Petunidin 3-O-beta-D-glucopyranoside,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)OC)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C22H23O12,479.41,34,16,0.32,5,12,8,114.79,202.67,-1.39,0.11,0.39,-2.03,-1.84,-0.95,-2.9,6.04E-01,1.26E-03,Soluble,-3.92,5.75E-02,1.20E-04,Soluble,-1.03,4.47E+01,9.33E-02,Soluble,Low,No,No,No,No,No,No,No,-9.15,2,0,1,1,3,0.17,1,2,1,5.42
Vitis vinifera,Petunin,OC[C@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c([o+]3)c2cc(O)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,C28H33O17,641.55,45,16,0.46,8,17,11,146.91,281.82,-3.66,-2.87,-2.14,-4.08,-3.94,-3.34,-1.74,1.16E+01,1.80E-02,Very soluble,-2.49,2.07E+00,3.23E-03,Soluble,0.78,3.84E+03,5.98E+00,Soluble,Low,No,No,No,No,No,No,No,-12.25,3,4,1,1,5,0.17,1,2,2,6.71
Vitis vinifera,Oenin,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(OC)c(c(c2)OC)O)O)[C@H]([C@@H]([C@@H]1O)O)O,C23H25O12,493.44,35,16,0.35,6,12,7,119.26,191.67,-2.82,0.43,0.69,-1.82,-1.29,-0.96,-3.11,3.81E-01,7.72E-04,Soluble,-4.02,4.69E-02,9.50E-05,Moderately soluble,-1.72,9.47E+00,1.92E-02,Soluble,Low,No,No,No,No,No,No,Yes,-9,2,1,1,1,3,0.17,0,1,1,5.54
Vitis vinifera,Pelargonidin 3-p-coumarylglucoside,O=C(OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(cc2)O)O)[C@@H]([C@H]([C@@H]1O)O)O)/C=C/c1ccc(cc1)O,C30H27O12,579.53,42,22,0.2,8,12,7,147.64,199.51,-2.65,2.24,2.54,-0.22,0.23,0.43,-4.7,1.15E-02,1.98E-05,Moderately soluble,-6.07,4.99E-04,8.60E-07,Poorly soluble,-3.65,1.29E-01,2.22E-04,Soluble,Low,No,No,No,No,No,No,No,-8.24,3,2,1,1,3,0.17,0,2,2,5.89
Vitis vinifera,Cyanidin 3-(6''-acetylglucoside),CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C23H23O12,491.42,35,16,0.3,6,12,7,118.03,199.51,-2.84,0.16,0.95,-1.35,-1.42,-0.9,-2.93,5.78E-01,1.18E-03,Soluble,-3.91,6.09E-02,1.24E-04,Soluble,-1.54,1.41E+01,2.88E-02,Soluble,Low,No,No,No,No,No,No,No,-9.18,2,1,1,1,3,0.17,1,2,1,5.43
Vitis vinifera,Hyacinthin,O=C(OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)O)O)O)[C@@H]([C@@H]([C@@H]1O)O)O)/C=C/c1ccc(cc1)O,C30H27O13,595.53,43,22,0.2,8,13,8,149.67,219.74,-0.75,1.89,2.24,-0.7,-0.23,0.49,-4.57,1.59E-02,2.67E-05,Moderately soluble,-6.13,4.45E-04,7.46E-07,Poorly soluble,-3.06,5.21E-01,8.75E-04,Soluble,Low,No,No,No,No,No,No,No,-8.59,3,2,1,1,3,0.17,1,3,2,5.94
Vitis vinifera,Peonidin 3-(6''-acetylglucoside),COc1cc(ccc1O)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)C)[C@@H]([C@H]([C@H]1O)O)O)O,C24H25O12,505.45,36,16,0.33,7,12,6,122.5,188.51,-1.46,0.48,1.26,-1.14,-0.87,-0.35,-3.14,3.64E-01,7.19E-04,Soluble,-4.01,4.96E-02,9.82E-05,Moderately soluble,-2.23,3.00E+00,5.93E-03,Soluble,Low,No,No,No,No,No,No,No,-9.04,3,1,1,1,3,0.17,0,1,1,5.55
Vitis vinifera,Peonidin 3-(6''-p-coumarylglucoside),COc1cc(ccc1O)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(cc2)O)[C@H]([C@H]([C@H]1O)O)O)O,C31H29O13,609.55,44,22,0.23,9,13,7,154.14,208.74,-0.69,2.21,2.55,-0.51,0.32,0.78,-4.79,9.94E-03,1.63E-05,Moderately soluble,-6.23,3.61E-04,5.91E-07,Poorly soluble,-3.74,1.10E-01,1.81E-04,Soluble,Low,No,No,No,No,No,No,No,-8.45,3,3,1,1,4,0.17,0,2,2,6.06
Vitis vinifera,Peonidin 3-(6''-caffeylgucoside),COc1cc(ccc1O)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(c(c2)O)O)[C@H]([C@@H]([C@H]1O)O)O)O,C31H29O14,625.55,45,22,0.23,9,14,8,156.16,228.97,-0.79,1.86,2.25,-0.99,-0.14,0.44,-4.66,1.37E-02,2.20E-05,Moderately soluble,-6.29,3.21E-04,5.13E-07,Poorly soluble,-3.15,4.48E-01,7.16E-04,Soluble,Low,No,No,No,No,No,No,No,-8.8,3,3,1,1,4,0.17,1,3,2,6.12
Vitis vinifera,"Peonidin acetyl 3,5-diglucoside",OC[C@@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@H](COC(=O)C)[C@@H]([C@@H]([C@H]2O)O)O)c([o+]3)c2ccc(c(c2)OC)O)[C@H]([C@H]([C@H]1O)O)O,C30H35O17,667.59,47,16,0.47,10,17,9,154.62,267.66,-0.52,-2.49,-1.27,-3.22,-2.95,-2.09,-2,6.64E+00,9.95E-03,Soluble,-2.59,1.72E+00,2.58E-03,Soluble,-0.41,2.59E+02,3.87E-01,Soluble,Low,No,No,No,No,No,No,No,-12.14,3,4,1,1,5,0.17,0,1,2,6.85
Vitis vinifera,Peonidin 3-(6''-p-coumarylglucoside)-5-glucoside,OC[C@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@H](COC(=O)/C=C/c4ccc(cc4)O)[C@H]([C@@H]([C@H]2O)O)O)c([o+]3)c2ccc(c(c2)OC)O)[C@H]([C@H]([C@@H]1O)O)O,C37H39O18,771.69,55,22,0.35,12,18,10,186.26,287.89,-0.99,-0.76,0.02,-2.68,-1.76,-1.23,-3.65,1.73E-01,2.24E-04,Soluble,-4.81,1.20E-02,1.56E-05,Moderately soluble,-1.9,9.74E+00,1.26E-02,Soluble,Low,No,Yes,No,No,No,No,No,-11.55,3,3,2,1,4,0.17,0,2,2,7.38
Vitis vinifera,Delphinidin 3-(6''-acetylglucoside),CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C23H23O13,507.42,36,16,0.3,6,13,8,120.05,219.74,-2.58,-0.2,0.66,-1.83,-1.89,-1.17,-2.79,8.17E-01,1.61E-03,Soluble,-3.96,5.59E-02,1.10E-04,Soluble,-0.95,5.72E+01,1.13E-01,Soluble,Low,No,No,No,No,No,No,No,-9.54,3,1,1,1,3,0.17,1,2,1,5.47
Vitis vinifera,Delphinidin 3-(6''-p-coumarylglucoside),O=C(OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O)/C=C/c1ccc(cc1)O,C30H27O14,611.53,44,22,0.2,8,14,9,151.69,239.97,-1.12,1.53,1.95,-1.18,-0.7,0.1,-4.44,2.23E-02,3.65E-05,Moderately soluble,-6.18,4.06E-04,6.63E-07,Poorly soluble,-2.46,2.12E+00,3.46E-03,Soluble,Low,No,No,No,No,No,No,No,-8.94,3,3,1,1,4,0.17,1,3,2,5.98
Vitis vinifera,Delphinidin 3-caffeylglucoside,O=C(OC[C@@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)O)O)O)[C@H]([C@@H]([C@@H]1O)O)O)/C=C/c1ccc(c(c1)O)O,C30H27O15,627.53,45,22,0.2,8,15,10,153.71,260.2,-2.01,1.18,1.65,-1.65,-1.17,-0.4,-4.31,3.09E-02,4.92E-05,Moderately soluble,-6.24,3.61E-04,5.76E-07,Poorly soluble,-1.86,8.56E+00,1.36E-02,Soluble,Low,No,No,No,No,No,No,No,-9.29,3,3,1,1,4,0.17,1,3,2,6.04
Vitis vinifera,Awobanin,OC[C@@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@H](COC(=O)/C=C/c4ccc(cc4)O)[C@H]([C@@H]([C@@H]2O)O)O)c([o+]3)c2cc(O)c(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C36H37O19,773.67,55,22,0.33,11,19,12,183.81,319.12,-1.96,-1.44,-0.58,-3.31,-2.79,-2.01,-3.3,3.88E-01,5.02E-04,Soluble,-4.76,1.35E-02,1.74E-05,Moderately soluble,-0.62,1.86E+02,2.40E-01,Soluble,Low,No,Yes,No,No,No,No,No,-12.04,3,4,2,1,4,0.17,1,3,2,7.3
Vitis vinifera,Petunidin 3-(6''-acetylglucoside),COc1cc(cc(c1O)O)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)C)[C@@H]([C@@H]([C@H]1O)O)O)O,C24H25O13,521.45,37,16,0.33,7,13,7,124.52,208.74,-2.27,0.13,0.96,-1.62,-1.34,-0.83,-3.01,5.06E-01,9.71E-04,Soluble,-4.07,4.44E-02,8.52E-05,Moderately soluble,-1.63,1.21E+01,2.32E-02,Soluble,Low,No,No,No,No,No,No,No,-9.39,3,1,1,1,3,0.17,1,2,1,5.59
Vitis vinifera,Petunidin 3-(6''-p-coumarylglucoside),COc1cc(cc(c1O)O)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(cc2)O)[C@H]([C@H]([C@H]1O)O)O)O,C31H29O14,625.55,45,22,0.23,9,14,8,156.16,228.97,-0.94,1.86,2.25,-0.99,-0.14,0.41,-4.66,1.37E-02,2.20E-05,Moderately soluble,-6.29,3.21E-04,5.13E-07,Poorly soluble,-3.15,4.48E-01,7.16E-04,Soluble,Low,No,No,No,No,No,No,No,-8.8,3,3,1,1,4,0.17,1,3,2,6.11
Vitis vinifera,Malvidin 3-(6''-acetylglucoside),COc1cc(cc(c1O)OC)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)C)[C@@H]([C@H]([C@H]1O)O)O)O,C25H27O13,535.47,38,16,0.36,8,13,6,128.99,197.74,-1.65,0.46,1.26,-1.41,-0.78,-0.42,-3.23,3.13E-01,5.84E-04,Soluble,-4.18,3.53E-02,6.59E-05,Moderately soluble,-2.32,2.56E+00,4.79E-03,Soluble,Low,No,No,No,No,No,No,No,-9.24,3,1,1,1,3,0.17,0,1,2,5.71
Vitis vinifera,Malvidin 3-(6''-p-coumarylglucoside),COc1cc(cc(c1O)OC)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(cc2)O)[C@H]([C@@H]([C@H]1O)O)O)O,C32H31O14,639.58,46,22,0.25,10,14,7,160.63,217.97,0.01,2.19,2.55,-0.8,0.42,0.87,-4.88,8.45E-03,1.32E-05,Moderately soluble,-6.4,2.54E-04,3.97E-07,Poorly soluble,-3.83,9.50E-02,1.49E-04,Soluble,Low,No,No,No,No,No,No,No,-8.65,3,3,1,1,4,0.17,0,2,2,6.22
Vitis vinifera,Malvidin 3-(6''-p-caffeyglucoside),COc1cc(cc(c1O)OC)c1[o+]c2cc(O)cc(c2cc1O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(c(c2)O)O)[C@H]([C@@H]([C@H]1O)O)O)O,C32H31O15,655.58,47,22,0.25,10,15,8,162.65,238.2,-0.65,1.83,2.26,-1.27,-0.05,0.42,-4.74,1.18E-02,1.80E-05,Moderately soluble,-6.45,2.31E-04,3.53E-07,Poorly soluble,-3.23,3.85E-01,5.87E-04,Soluble,Low,No,No,No,No,No,No,No,-9,3,3,1,1,4,0.17,1,3,2,6.28
Vitis vinifera,Tibouchinin,OC[C@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@H](COC(=O)/C=C/c4ccc(cc4)O)[C@H]([C@@H]([C@H]2O)O)O)c([o+]3)c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,C38H41O19,801.72,57,22,0.37,13,19,10,192.75,297.12,-2.34,-0.79,0.03,-2.95,-1.66,-1.54,-3.74,1.46E-01,1.82E-04,Soluble,-4.97,8.57E-03,1.07E-05,Moderately soluble,-1.98,8.41E+00,1.05E-02,Soluble,Low,No,Yes,No,No,No,No,No,-11.75,3,3,2,1,4,0.17,0,2,2,7.55
Vitis vinifera,"2',4',6'-Trihydroxychalcone",Oc1cc(O)c(c(c1)O)C(=O)/C=C/c1ccccc1,C15H12O4,256.25,19,12,0,3,4,3,72.32,77.76,1.09,3.18,2.59,1.58,2.48,2.18,-3.7,5.09E-02,1.99E-04,Soluble,-4.48,8.41E-03,3.28E-05,Moderately soluble,-3.23,1.50E-01,5.86E-04,Soluble,High,Yes,No,Yes,No,Yes,No,Yes,-5.61,0,0,0,0,0,0.55,0,1,0,2.52
Vitis vinifera,Naringenin chalcone,Oc1ccc(cc1)/C=C/C(=O)c1c(O)cc(cc1O)O,C15H12O5,272.25,20,12,0,3,5,4,74.34,97.99,1.34,2.82,2.3,1.02,2,1.9,-3.55,7.66E-02,2.81E-04,Soluble,-4.54,7.94E-03,2.92E-05,Moderately soluble,-2.65,6.05E-01,2.22E-03,Soluble,High,No,No,Yes,No,Yes,No,Yes,-5.96,0,0,0,0,0,0.55,0,1,0,2.56
Vitis vinifera,Malonyl-CoA,O=C(NCCSC(=O)CC(=O)O)CCNC(=O)[C@H](C(COP(=O)(OP(=O)(OC[C@@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,C24H38N7O19P3S,853.58,54,9,0.62,24,22,10,179.09,455.66,-0.94,-5.92,-2.18,-5.7,-4.96,-3.94,0.06,9.76E+02,1.14E+00,Highly soluble,-2.98,9.00E-01,1.05E-03,Soluble,1.07,1.01E+04,1.18E+01,Soluble,Low,No,Yes,No,No,No,No,No,-15.71,3,4,2,1,6,0.11,0,3,2,6.73
Vitis vinifera,p-Coumaroyl CoA,O=C(NCCSC(=O)/C=C/c1ccc(cc1)O)CCNC(=O)[C@H](C(COP(=O)(OP(=O)(OC[C@@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,C30H42N7O18P3S,913.68,59,15,0.47,24,21,10,204.15,438.59,1.31,-3.91,-0.34,-4.56,-3.19,-2.14,-1.65,2.07E+01,2.26E-02,Very soluble,-4.7,1.81E-02,1.98E-05,Moderately soluble,-1.08,7.63E+01,8.36E-02,Soluble,Low,No,Yes,No,No,No,No,No,-14.65,3,3,2,1,6,0.11,0,3,2,7.03
Vitis vinifera,beta-Tocopherol,C[C@H](CCC[C@@H](CCCC(C)C)C)CCC[C@]1(C)CCc2c(O1)c(C)cc(c2C)O,C28H48O2,416.68,30,6,0.79,12,2,1,134.31,29.46,5.86,10.33,8.53,5.94,9.2,7.97,-8.29,2.15E-06,5.16E-09,Poorly soluble,-10.89,5.38E-09,1.29E-11,Insoluble,-8.79,6.80E-07,1.63E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.51,1,3,1,1,1,0.55,0,0,3,5.06
Vitis vinifera,gamma-Tocopherol,C[C@@H](CCC[C@@H](CCCC(C)C)C)CCC[C@@]1(C)CCc2c(O1)c(C)c(c(c2)O)C,C28H48O2,416.68,30,6,0.79,12,2,1,134.31,29.46,5.71,10.33,8.53,5.94,9.2,7.94,-8.29,2.15E-06,5.16E-09,Poorly soluble,-10.89,5.38E-09,1.29E-11,Insoluble,-8.79,6.80E-07,1.63E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.51,1,3,1,1,1,0.55,0,0,3,5
Vitis vinifera,alpha-Tocopherol,C[C@@H](CCC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C)CCC[C@@H](CCCC(C)C)C,C29H50O2,430.71,31,6,0.79,12,2,1,139.27,29.46,6.04,10.7,8.84,6.14,9.75,8.29,-8.6,1.08E-06,2.50E-09,Poorly soluble,-11.27,2.30E-09,5.33E-12,Insoluble,-9.16,2.97E-07,6.89E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.33,1,3,1,1,1,0.55,0,0,3,5.17
Vitis vinifera,Dihydrokaempferol-3-O-alpha-L-rhamnopyranoside,Oc1ccc(cc1)[C@@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)O,C21H22O10,434.39,31,12,0.38,3,10,6,103.95,166.14,1.48,0.74,0.01,-1.42,-0.4,0.08,-3.09,3.55E-01,8.17E-04,Soluble,-3.81,6.76E-02,1.56E-04,Soluble,-1.46,1.51E+01,3.48E-02,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,1,0,1,1,2,0.55,0,0,1,5.2
Vitis vinifera,Astilbin,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O,C21H22O11,450.39,32,12,0.38,3,11,7,105.98,186.37,2.09,-0.14,-0.29,-1.91,-0.87,-0.22,-2.62,1.07E+00,2.38E-03,Soluble,-3.32,2.16E-01,4.79E-04,Soluble,-0.87,6.12E+01,1.36E-01,Soluble,Low,No,Yes,No,No,No,No,No,-9.15,2,0,1,1,3,0.17,1,1,1,5.27
Vitis vinifera,Gallocatechin,Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O7,306.27,22,12,0.2,1,7,6,76.36,130.61,1.47,0,0.93,-0.29,0.49,0.52,-2.08,2.57E+00,8.39E-03,Soluble,-2.29,1.56E+00,5.08E-03,Soluble,-1.56,8.42E+00,2.75E-02,Soluble,High,No,No,No,No,No,No,No,-8.17,1,0,0,0,1,0.55,1,1,0,3.53
Vitis vinifera,(-)-Epicatechin 3-O-gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,C22H18O10,442.37,32,18,0.14,4,10,7,110.04,177.14,1.7,1.53,2.2,0.32,1.04,1.36,-3.7,8.85E-02,2.00E-04,Soluble,-4.86,6.12E-03,1.38E-05,Moderately soluble,-3.09,3.60E-01,8.15E-04,Soluble,Low,No,No,No,No,No,No,No,-7.91,1,0,1,1,2,0.55,1,1,1,4.16
Vitis vinifera,Gallocatechin 3-O-gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,C22H18O11,458.37,33,18,0.14,4,11,8,112.06,197.37,1.73,1.17,1.91,-0.18,0.57,1.04,-3.56,1.27E-01,2.76E-04,Soluble,-4.91,5.64E-03,1.23E-05,Moderately soluble,-2.5,1.46E+00,3.18E-03,Soluble,Low,No,No,No,No,No,No,No,-8.27,2,0,1,1,3,0.17,1,1,1,4.2
Vitis vinifera,Procyanidin B6,Oc1cc(O)c2c(c1)O[C@@H]([C@H]([C@H]2c1c(O)cc2c(c1O)C[C@@H]([C@H](O2)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,1.42,2.37,2.35,-0.26,1.14,1.4,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.29
Vitis vinifera,Procyanidin B3,Oc1cc(O)c2c(c1)O[C@@H]([C@H]([C@@H]2c1c(O)cc(c2c1O[C@H]([C@H](C2)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,1.51,2.37,2.35,-0.26,1.14,1.42,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.32
Vitis vinifera,Procyanidin B8,Oc1cc(O)c2c(c1)O[C@@H]([C@H]([C@H]2c1c(O)cc2c(c1O)C[C@H]([C@H](O2)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,2.04,2.37,2.35,-0.26,1.14,1.53,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.29
Vitis vinifera,Procyanidin B7,Oc1cc(O)c2c(c1)O[C@@H]([C@@H]([C@@H]2c1c(O)cc2c(c1O)C[C@@H]([C@H](O2)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,2.14,2.37,2.35,-0.26,1.14,1.55,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.29
Vitis vinifera,Procyanidin B1,Oc1cc(O)c2c(c1)O[C@@H]([C@@H]([C@H]2c1c(O)cc(c2c1O[C@@H]([C@@H](C2)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,1.35,2.37,2.35,-0.26,1.14,1.39,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.32
Vitis vinifera,Procyanidin B5,Oc1cc(O)c2c(c1)O[C@@H]([C@@H]([C@@H]2c1c(O)cc2c(c1O)C[C@H]([C@H](O2)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,2.02,2.37,2.35,-0.26,1.14,1.52,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.29
Vitis vinifera,Procyanidin B2,Oc1cc(O)c2c(c1)O[C@@H]([C@@H]([C@H]2c1c(O)cc(c2c1O[C@@H]([C@@H](C2)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,1.35,2.37,2.35,-0.26,1.14,1.39,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.32
Vitis vinifera,"2,6-Dimethyl-7-octene-2,3,6-triol",C=C[C@@](CC[C@H](C(O)(C)C)O)(O)C,C10H20O3,188.26,13,0,0.8,5,3,3,53.27,60.69,2.1,0.44,0.84,0.89,1.11,1.07,-0.95,2.09E+01,1.11E-01,Very soluble,-1.28,9.83E+00,5.22E-02,Very soluble,-0.72,3.59E+01,1.91E-01,Soluble,High,Yes,No,No,No,No,No,No,-7.14,0,0,0,0,1,0.55,0,1,1,3.25
Vitis vinifera,"cis-Resveratrol-3,4'-O-beta-diglucoside",OC[C@@H]1O[C@H](Oc2ccc(cc2)/C=C\c2cc(O)cc(c2)O[C@@H]2O[C@@H](CO)[C@@H]([C@@H]([C@@H]2O)O)O)[C@H]([C@@H]([C@@H]1O)O)O,C26H32O13,552.52,39,12,0.46,8,13,9,132.13,218.99,1.72,-0.48,-2.3,-2.49,-1.61,-1.03,-2.66,1.20E+00,2.17E-03,Soluble,-3.65,1.23E-01,2.23E-04,Soluble,0.17,8.13E+02,1.47E+00,Soluble,Low,No,No,No,No,No,No,No,-10.01,3,4,1,1,3,0.17,0,1,2,6.02
Vitis vinifera,Malvidin 3-glucoside-pyruvate,OC[C@H]1O[C@H](Oc2c([o+]c3c4c2C=C(Oc4cc(c3)O)C(=O)O)c2cc(OC)c(c(c2)OC)O)[C@H]([C@@H]([C@@H]1O)O)O,C26H25O14,561.47,40,16,0.31,7,14,7,133.47,217.97,-5.12,0.18,0.7,-2.02,0.46,-1.16,-3.27,3.03E-01,5.39E-04,Soluble,-4.32,2.72E-02,4.84E-05,Moderately soluble,-3.16,3.86E-01,6.87E-04,Soluble,Low,No,No,No,No,No,No,No,-9.6,3,2,1,1,3,0.17,0,1,1,6.05
Vitis vinifera,Malvidin 3-glucoside-4-vinylphenol,OC[C@H]1O[C@@H](Oc2c([o+]c3c4c2C=C(Oc4cc(c3)O)c2ccc(cc2)O)c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,C31H29O13,609.55,44,22,0.26,7,13,7,154.2,200.9,-2.09,1.73,2.48,-0.99,2.05,0.64,-4.62,1.47E-02,2.41E-05,Moderately soluble,-5.57,1.66E-03,2.72E-06,Moderately soluble,-5.67,1.31E-03,2.14E-06,Moderately soluble,Low,No,No,No,No,No,No,Yes,-8.79,3,3,1,1,4,0.17,0,1,1,6.41
Vitis vinifera,Malvidin 3-glucoside-4-vinylcatechol,OC[C@H]1O[C@@H](Oc2c([o+]c3c4c2C=C(Oc4cc(c3)O)c2ccc(c(c2)O)O)c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,C31H29O14,625.55,45,22,0.26,7,14,8,156.22,221.13,-0.82,1.37,2.18,-1.46,1.58,0.57,-4.48,2.07E-02,3.30E-05,Moderately soluble,-5.62,1.51E-03,2.42E-06,Moderately soluble,-5.07,5.30E-03,8.47E-06,Moderately soluble,Low,No,No,No,No,No,No,Yes,-9.14,3,3,1,1,4,0.17,1,2,1,6.46
